Wavelength,Long,Medium,Short
571,0.9980574305376193,0.7625281757031367,7.014698733795673e-05
572,0.9957236253074628,0.7473522403985708,5.805209548290189e-05
573,0.9924814730779961,0.7315124614709254,4.698618327718985e-05
574,0.9883309738492186,0.7150088389202001,3.69492507208206e-05
575,0.9832721276211308,0.6978413727463949,2.794129781379412e-05
576,0.9774210059122838,0.6801019620945516,1.996935439497658e-05
577,0.9717104117509178,0.6625291499066209,1.3089915417343544e-05
578,0.966343236885148,0.6452835748855373,7.315268962539161e-06
579,0.9613194813149751,0.6283652370313019,2.6454150305634393e-06
580,0.9566391450403983,0.6117741363439139,0.0
581,0.9523022280614178,0.5955102728233733,0.0
582,0.948308730378034,0.5795736464696808,0.0
583,0.9446586519902465,0.5639642572828357,0.0
584,0.9413515598767404,0.5486819483883171,0.0
585,0.9377747318368287,0.5335047434109741,0.0
586,0.9333776383561986,0.5182331970787672,0.0
587,0.9281602794348501,0.5028673093916964,0.0
588,0.9221226550727826,0.48740708034976166,0.0
589,0.9152647652699971,0.471852509952963,3.8903966564524233e-07
590,0.907586610026493,0.4562035982013006,7.329699958753781e-07
591,0.89908818934227,0.44046034509477405,8.901112984613218e-07
592,0.8897695032173287,0.42462275063338367,8.604635734030748e-07
593,0.8796734028424934,0.4087177428752696,6.593818922954102e-07
594,0.8692476904357885,0.3930267245989834,4.47329359797894e-07
595,0.8586115086134815,0.3776245660528446,2.669989178700952e-07
596,0.847764857375572,0.36251126723685306,1.1839056651201385e-07
597,0.8367077367220597,0.34768682815100893,1.5043057236499604e-09
598,0.8254401466529453,0.33315124879531216,0.0
599,0.8139620871682287,0.3189045291697627,0.0
600,0.8022735582679094,0.3049466692743606,0.0
601,0.7903745599519877,0.29127766910910585,0.0
602,0.7782487479204565,0.277910144794811,0.0
603,0.7657815955097841,0.2649324991521997,0.0
604,0.7529509805236038,0.25236180824460186,0.0
605,0.7397569029619147,0.24019807207201774,0.0
606,0.7261993628247176,0.22844129063444726,0.0
607,0.7122783601120123,0.21709146393189038,1.1063468331773516e-08
608,0.6979938948237987,0.20614859196434718,1.6791445576774212e-08
609,0.6833459669600767,0.19561267473181754,1.6281120108403175e-08
610,0.6683345765208463,0.18548371223430152,9.532491926660395e-09
611,0.652976041794431,0.1757599122290028,0.0
612,0.6375674602607962,0.16640864440521044,0.0
613,0.6222195718046865,0.15741774616616402,0.0
614,0.6069323764261014,0.14878721751186355,0.0
615,0.5917058741250415,0.14051705844230908,0.0
616,0.5765400649015064,0.13260726895750055,9.796694047625685e-09
617,0.5614349487554963,0.12505784905743797,3.064001403158178e-08
618,0.546390525687011,0.11786879874212143,5.757933382842783e-08
619,0.5314067956960506,0.11104011801155082,9.061465343816388e-08
620,0.5164837587826151,0.1045718068657262,1.2974597286078988e-07
621,0.5016424713291316,0.0984294052875179,1.632083274805751e-07
622,0.4869252370880495,0.09254368068015294,1.6736507636886906e-07
623,0.47233324973184204,0.08691267952792107,1.4154927141820451e-07
624,0.45786650926050937,0.0815364018308223,8.576091262858145e-08
625,0.4435250156740512,0.0764148475888566,0.0
626,0.4293087689724678,0.07154801680202397,0.0
627,0.4152177691557589,0.0669359094703244,0.0
628,0.40125201622392487,0.06257852559375794,0.0
629,0.3874115101769654,0.05847586517232455,0.0
630,0.3736962510148807,0.05462792820602424,0.0
631,0.36010623873767056,0.05103471469485701,0.0
632,0.3466414733453351,0.04769622463882285,0.0
633,0.33330195483787434,0.04461245803792177,0.0
634,0.32008768321528813,0.04178341489215378,0.0
635,0.30699865847757674,0.03920909520151885,0.0
636,0.2941246151987728,0.036820660337159604,0.0
637,0.28158746424676867,0.0345245880744603,0.0
638,0.2693878960999732,0.032320348722524844,0.0
639,0.25752591075838643,0.030207942281353237,0.0
640,0.2460015082220084,0.028187368750945477,0.0
641,0.23481468849083897,0.02625862813130156,0.0
642,0.22396545156487827,0.024421720422421488,0.0
643,0.21345379744412624,0.022676645624305262,0.0
644,0.20327972612858286,0.02102340373695288,0.0
645,0.1934432376182482,0.019461994760364344,0.0
646,0.18394433191312232,0.017992418694539658,8.059988820704412e-07
647,0.17478300901320504,0.016614675539478818,1.8864163611025247e-06
648,0.16595926891849644,0.015328765295181826,3.096727986464153e-06
649,0.15747311162899658,0.014134687961648677,4.436933758155322e-06
650,0.1493245371447054,0.013032443538879373,5.907033676176039e-06
651,0.14151354546562286,0.012022032026873916,7.507027740526299e-06
652,0.13404013659174904,0.011103453425632303,9.2369159512061e-06
653,0.1269043105230839,0.01027670773515454,1.109669830821545e-05
654,0.12010606725962747,0.00954179495544062,1.3086374811554342e-05
655,0.11364540680137973,0.008898715086490545,1.5205945461222776e-05
656,0.10752182991881658,0.008347197742034436,1.7454294644109274e-05
657,0.10165726179464817,0.007844957044334244,1.965695092845052e-05
658,0.0959953440958823,0.007361468918391734,2.1687972052832836e-05
659,0.09053607682251896,0.006896733364206904,2.3547358017256212e-05
660,0.08527945997455816,0.006450750381779753,2.5235108821720645e-05
661,0.0802254935519999,0.006023519971110281,2.6751224466226143e-05
662,0.07537417755484414,0.005615042132198491,2.8095704950772695e-05
663,0.07072551198309095,0.00522531686504438,2.926855027536031e-05
664,0.06627949683674025,0.004854344169647949,3.0269760439988988e-05
665,0.06203613211579212,0.0045021240460092,3.109933544465873e-05
666,0.0579954178202465,0.004168656494128131,3.175727528936953e-05
667,0.05415735395010341,0.0038539415140047403,3.224357997412139e-05
668,0.050521940505362864,0.003557979105639031,3.2558249498914295e-05
669,0.047089177486024834,0.0032807692690310017,3.270128386374827e-05
670,0.04385906489208935,0.0030223120041806524,3.267268306862331e-05
671,0.040831602723556404,0.002782607311087984,3.247244711353942e-05
672,0.038006790980425975,0.002561655189752996,3.2100575998496574e-05
673,0.03538462966269809,0.0023594556401756867,3.15570697234948e-05
674,0.03296511877037273,0.002176008662356059,3.084192828853409e-05
675,0.030748258303449905,0.002011314256294111,2.995515169361443e-05
676,0.02873404826192961,0.0018653724219898427,2.889673993873584e-05
677,0.02692248864581185,0.0017381831594432556,2.7666693023898308e-05
678,0.025313579455096616,0.0016297464686543478,2.626501094910183e-05
679,0.023852179394874207,0.0015345250433684988,2.476907537944144e-05
680,0.02243881890838594,0.0014425301192723889,2.3318475345984596e-05
681,0.0210714699052204,0.001353558034886207,2.1916056937370534e-05
682,0.019750132385377615,0.0012676087902099551,2.0561820153599286e-05
683,0.018474806348857575,0.001184682385243632,1.9255764994670835e-05
684,0.01724549179566028,0.001104778819987238,1.799789146058518e-05
685,0.016062188725785725,0.0010278980944407729,1.678819955134233e-05
686,0.014924897139233916,0.0009540402086042371,1.5626689266942278e-05
687,0.01383361703600485,0.0008832051624776304,1.4513360607385027e-05
688,0.012788348416098529,0.0008153929560609526,1.3448213572670573e-05
689,0.011789091279514953,0.000750603589354204,1.243124816279892e-05
690,0.01083584562625412,0.0006888370623573844,1.1462464377770065e-05
691,0.009928611456316034,0.0006300933750704942,1.0541862217584013e-05
692,0.009067388769700691,0.0005743725274935328,9.66944168224076e-06
693,0.00825217756640809,0.0005216745196265004,8.845202771740302e-06
694,0.007482977846438234,0.0004719993514693972,8.069145486082647e-06
695,0.006759789609791125,0.00042534702302222314,7.341269825267793e-06
696,0.006082612856466758,0.0003817175342849781,6.661575789295737e-06
697,0.005451447586465135,0.00034111088525766214,6.030063378166482e-06
698,0.004866293799786256,0.0003035270759402752,5.446732591880025e-06
699,0.004327151496430123,0.0002689661063328175,4.911583430436369e-06
700,0.0038340206763967316,0.00023742797643528873,4.424615893835512e-06
701,0.003386901339686086,0.00020891268624768914,3.985829982077456e-06
702,0.0029857934862981845,0.00018342023577001856,3.595225695162199e-06
703,0.0026306971162330275,0.00016095062500227707,3.2528030330897413e-06
704,0.002321612229490614,0.00014150385394446466,2.9585619958600834e-06
705,0.002058538826070945,0.00012507992259658138,2.7125025834732255e-06
706,0.0018414769059740207,0.00011167883095862717,2.514624795929167e-06
707,0.00167042646919984,0.00010130057903060203,2.364928633227908e-06
708,0.0015453875157484041,9.394516681250597e-05,2.2634140953694497e-06
709,0.0014663600456197117,8.961259430433899e-05,2.2100811823537904e-06
710,0.0014333440588137638,8.83028615061011e-05,2.204929894180931e-06
711,0.00144633955533056,9.001596841779227e-05,2.247960230850871e-06
712,0.001505346535170101,9.475191503941257e-05,2.3391721923636117e-06
713,0.001610364998332386,0.00010251070137096191,2.4785657787191513e-06
714,0.001761394944817415,0.00011329232741244034,2.666140989917491e-06
